exchange_nr,source,company,means_of_exchange,ship_captain,orig_date_src,orig_yr,orig_date,orig_exact_date_yn,orig_loc_port_arch,orig_loc_region_arch,orig_loc_port_modern,orig_loc_region_modern,orig_loc_lat,orig_loc_long,dest_date_src,dest_yr,dest_date,dest_exact_date_yn,dest_loc_port_arch,dest_loc_region_arch,dest_loc_port,dest_loc_region,dest_loc_lat,dest_loc_long,textile_quantity,textile_unit,els_per_ps,supplier,textile_category,textile_subcategory,textile_name,textile_modifier_fulltext,textile_color_arch,textile_color_inf,textile_pattern_arch,textile_process_arch,textile_fiber_arch,textile_geography_arch,textile_quality_arch,textile_other_unknown_arch,textile_quality_inferred,ship_doc_total_arch,shipment_total_value,shipment_currency,total_value_guldens,total_value_stuivers,total_value_penningen,total_value_currency,total_value_other,ps_value_gulden,ps_value_stuivers,ps_value_penningen,ps_value_currency,additional_text_from_doc,notes_other,Header Explanations:,https://docs.google.com/document/d/1W-NAkej9EjnrHQ8eWbuQmRMpPWRRxE5yiBXP4A7atO4/edit?usp=sharing
2002236,bgb_16220,VOC,"Huis ter Boede, Hof Niet Altijd Zomer",NA,est,1721,NA,NA,Hooghly,Bengalen,Hooghly,Bengal (region in India and Bangladesh),NA,NA,doc,1721,1721-12-04,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,25,roll,NA,NA,NA,NA,sail cloth,fijn Bengaals,NA,NA,NA,NA,NA,Bengal,fine,NA,NA,"738749,10,8","738749,10,8",Indian Guilders,750,NA,0,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002232,bgb_16220,VOC,"Huis ter Boede, Hof Niet Altijd Zomer",NA,est,1721,NA,NA,Hooghly,Bengalen,Hooghly,Bengal (region in India and Bangladesh),NA,NA,doc,1721,1721-12-04,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,50988,lb.,NA,NA,NA,NA,silk,ruw,NA,natural,NA,NA,silk,NA,NA,raw,NA,"738749,10,8","738749,10,8",Indian Guilders,225554,1,0,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002229,bgb_16220,VOC,"Huis ter Boede, Hof Niet Altijd Zomer",NA,est,1721,NA,NA,Hooghly,Bengalen,Hooghly,Bengal (region in India and Bangladesh),NA,NA,doc,1721,1721-12-04,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,1440,ps.,NA,NA,NA,NA,soesjes,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,"738749,10,8","738749,10,8",Indian Guilders,21604,5,0,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002217,bgb_16220,VOC,"Huis ter Boede, Hof Niet Altijd Zomer",NA,est,1721,NA,NA,Hooghly,Bengalen,Hooghly,Bengal (region in India and Bangladesh),NA,NA,doc,1721,1721-12-04,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,9227,ps.,NA,NA,NA,NA,stoffen,zijden,NA,NA,NA,NA,silk,NA,NA,NA,NA,"738749,10,8","738749,10,8",Indian Guilders,78398,11,8,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002233,bgb_16220,VOC,"Huis ter Boede, Hof Niet Altijd Zomer",NA,est,1721,NA,NA,Hooghly,Bengalen,Hooghly,Bengal (region in India and Bangladesh),NA,NA,doc,1721,1721-12-04,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,2428,lb.,NA,NA,NA,NA,tessergaren,-,NA,NA,NA,NA,silk (tussur),NA,NA,NA,NA,"738749,10,8","738749,10,8",Indian Guilders,7515,14,0,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002234,bgb_16220,VOC,"Huis ter Boede, Hof Niet Altijd Zomer",NA,est,1721,NA,NA,Hooghly,Bengalen,Hooghly,Bengal (region in India and Bangladesh),NA,NA,doc,1721,1721-12-04,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,1200,lb.,NA,NA,NA,NA,yarn,pak- en zeil-,NA,NA,NA,NA,NA,NA,NA,for packing and sails,NA,"738749,10,8","738749,10,8",Indian Guilders,385,4,0,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002235,bgb_16220,VOC,"Huis ter Boede, Hof Niet Altijd Zomer",NA,est,1721,NA,NA,Hooghly,Bengalen,Hooghly,Bengal (region in India and Bangladesh),NA,NA,doc,1721,1721-12-04,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,800,lb.,NA,NA,NA,NA,zeilgaren,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,"738749,10,8","738749,10,8",Indian Guilders,401,4,0,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003317,bgb_16894,VOC,Huis ter Leede,NA,doc,1721,1721-10-14,y,Batavia,Batavia,NA,NA,NA,NA,est,1721,NA,n,Semarang,Java's Northeast Coast,Semarang,"Northeast Coast of Java, Indonesia",-7.2651,112.745,2000,ps.,NA,NA,NA,NA,ginghams,pinasse Kust,NA,NA,NA,NA,NA,Coast (presumed Coromandel),NA,pinasse,NA,"170148,12","170148,12",Indian Guilders,8945,11,8,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003316,bgb_16894,VOC,Huis ter Leede,NA,doc,1721,1721-10-14,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,est,1721,NA,n,Semarang,Java's Northeast Coast,Semarang,"Northeast Coast of Java, Indonesia",-7.2651,112.745,320,ps.,NA,NA,NA,NA,percallen,blauw Kust,blue,NA,NA,NA,NA,Coast (presumed Coromandel),NA,NA,NA,"170148,12","170148,12",Indian Guilders,973,0,8,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003315,bgb_16894,VOC,Huis ter Leede,NA,doc,1721,1721-10-14,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,est,1721,NA,n,Semarang,Java's Northeast Coast,Semarang,"Northeast Coast of Java, Indonesia",-7.2651,112.745,160,ps.,NA,NA,NA,NA,salempores,blauw Kust,blue,NA,NA,NA,NA,Coast (presumed Coromandel),NA,NA,NA,"170148,12","170148,12",Indian Guilders,960,15,8,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003318,bgb_16894,VOC,Huis ter Leede,NA,doc,1721,1721-10-14,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,est,1721,NA,n,Semarang,Java's Northeast Coast,Semarang,"Northeast Coast of Java, Indonesia",-7.2651,112.745,30,lb.,NA,NA,NA,NA,zeilgaren,Hollands,NA,NA,NA,NA,NA,Holland,NA,NA,NA,"170148,12","170148,12",Indian Guilders,15,NA,NA,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000119,WIC_1.05.01.02_1304_222-223,WIC,Jacoba Maria,Jan de Zitter,arch,1722,1722-03-03,n,Zeeland,NA,Vlissingen,Netherlands,51.455681,3.57649,NA,n/a,NA,NA,Elmina,Guinea,Elmina,Ghana,5.0847,-1.35093,200,schock,NA,Jacob Vanhoorn,NA,NA,platillies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11000,11000,guilders,2480,0,0,guilders,NA,12,8,0,guilders,NA,Price per schock,NA,NA
1000121,WIC_1.05.01.02_1304_222-223,WIC,Jacoba Maria,Jan de Zitter,arch,1722,1722-03-03,n,Zeeland,NA,Vlissingen,Netherlands,51.455681,3.57649,NA,Dismantled,NA,NA,Elmina,Guinea,Elmina,Ghana,5.0847,-1.35093,200,ps.,NA,Maria Goliath,NA,NA,slaaplakens,Slaeplaekens,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11000,0,0","11000,0,0",guilders,180,0,0,guilders,NA,0,18,0,guilders,NA,Price per piece,NA,NA
1000122,WIC_1.05.01.02_1304_222-223,WIC,Jacoba Maria,Jan de Zitter,arch,1722,1722-03-03,n,Zeeland,NA,Vlissingen,Netherlands,51.455681,3.57649,NA,Dismantled,NA,NA,Elmina,Guinea,Elmina,Ghana,5.0847,-1.35093,900,ps.,NA,Janna Vandegroenewal,NA,NA,slaaplakens,Slaeplaekens,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11000,0,0","11000,0,0",guilders,810,0,0,guilders,NA,0,18,0,guilders,NA,Price per piece,NA,NA
11292,WIC_1.05.01.02_1302_412-413,WIC,Jan Andries,Jan Valk,hdh,1721,1721-8-20,y,NA,NA,Texel,Netherlands,53.053921,4.79605,est,1721,NA,NA,Elmina,NA,Elmina,Ghana,5.0847,-1.35093,75,ps.,12.4,Weijn Jacobs,NA,NA,guinees,"""inlandse chitsen op fijn guinees""",NA,NA,NA,NA,NA,inlandse,fine,chintz on guinees,NA,"9492,17,0","9492,17,0",guilders,437,17,0,guilders,NA,0,9.5,0,guilders,chintz on guinees!,NA,NA,NA
11291,WIC_1.05.01.02_1302_412-413,WIC,Jan Andries,Jan Valk,hdh,1721,1721-8-20,y,NA,NA,Texel,Netherlands,53.053921,4.79605,est,1721,NA,NA,Elmina,NA,Elmina,Ghana,5.0847,-1.35093,5,ps.,57.2,Lucas Marinus,NA,NA,laken,"""root laken""",red,NA,NA,NA,NA,NA,NA,NA,NA,"9492,17,0","9492,17,0",guilders,1061,15,0,guilders,NA,3.75,0,0,guilders,per ell,NA,NA,NA
2003442,bgb_17015,VOC,Kiefhoek,NA,est,1722,NA,n,Gamron,Persia,Bandar Abbas,Iran,27.1832,56.2666,est,1722,NA,n,Cochin,Malabar,Kochi,"Malabar, southwest coast of India",10,76.25,12,ps.,NA,NA,NA,NA,alkatief,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1864,4","1864,4",Indian Guilders,476,8,8,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003441,bgb_17015,VOC,Kiefhoek,NA,est,1722,NA,n,Gamron,Persia,Bandar Abbas,Iran,27.1832,56.2666,est,1722,NA,n,Cochin,Malabar,Kochi,"Malabar, southwest coast of India",10,76.25,62,ps.,NA,NA,NA,NA,armosynen,groen,green,NA,NA,NA,NA,NA,NA,NA,NA,"1864,4","1864,4",Indian Guilders,481,19,NA,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003417,bgb_16994,VOC,Kiefhoek,NA,doc,1722,1722-07-16,y,Galle,Ceylon,Galle,Sri Lanka,7.873,80.7717,est,1722,NA,n,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,600,ps.,NA,NA,NA,NA,chiavonijs,rood Kust,red,NA,NA,NA,NA,Coast (presumed Coromandel),NA,NA,NA,"52751,19,8","52751,19,8",Indian Guilders,2555,8,0,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003415,bgb_16970,VOC,Kiefhoek,NA,est,1722,NA,n,Gamron,Persia,Bandar Abbas,Iran,27.1832,56.2666,doc,1722,1722-05-21,y,Tuticorin,Ceylon,Thoothukudi,Sri Lanka,7.873,80.7717,15,ps.,NA,NA,NA,NA,fluweel,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,"206343,14,8","206343,14,8",Indian Guilders,467,10,NA,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003414,bgb_16970,VOC,Kiefhoek,NA,est,1722,NA,n,Gamron,Persia,Bandar Abbas,Iran,27.1832,56.2666,doc,1722,1722-05-21,y,Tuticorin,Ceylon,Thoothukudi,Sri Lanka,7.873,80.7717,2,ps.,NA,NA,NA,NA,laken,diverse,NA,NA,NA,NA,NA,NA,NA,assorted,NA,"206343,14,8","206343,14,8",Indian Guilders,521,9,8,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003413,bgb_16970,VOC,Kiefhoek,NA,est,1722,NA,n,Gamron,Persia,Bandar Abbas,Iran,27.1832,56.2666,doc,1722,1722-05-21,y,Tuticorin,Ceylon,Thoothukudi,Sri Lanka,7.873,80.7717,2,ps.,NA,NA,NA,NA,laken,gouden,gold,NA,NA,NA,NA,NA,NA,NA,NA,"206343,14,8","206343,14,8",Indian Guilders,606,9,8,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003418,bgb_16994,VOC,Kiefhoek,NA,doc,1722,1722-07-16,y,Galle,Ceylon,Galle,Sri Lanka,7.873,80.7717,est,1722,NA,n,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,960,ps.,NA,NA,NA,NA,percallen,rood Kust,red,NA,NA,NA,NA,Coast (presumed Coromandel),NA,NA,NA,"52751,19,8","52751,19,8",Indian Guilders,3728,5,0,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003416,bgb_16994,VOC,Kiefhoek,NA,doc,1722,1722-07-16,y,Galle,Ceylon,Galle,Sri Lanka,7.873,80.7717,est,1722,NA,n,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,560,ps.,NA,NA,NA,NA,salempores,rood Kust,red,NA,NA,NA,NA,Coast (presumed Coromandel),NA,NA,NA,"52751,19,8","52751,19,8",Indian Guilders,4456,9,0,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002414,bgb_16230,VOC,Kokenge,NA,est,1722,NA,n,Surat,Surat,Surat,Northwest India,21.1702,72.831,doc,1722,1722-07-13,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,100,ps.,NA,NA,NA,NA,allejaes,in soort,NA,NA,NA,NA,NA,NA,NA,assorted,NA,122118,122118,Indian Guilders,2761,4,8,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003411,bgb_16969,VOC,Kokenge,NA,est,1722,NA,n,Surat,Surat,Surat,Northwest India,21.1702,72.831,doc,1722,1722-05-21,y,Tuticorin,Ceylon,Thoothukudi,Sri Lanka,7.873,80.7717,10,ps.,NA,NA,NA,NA,allejaes,zijden,NA,NA,NA,NA,silk,NA,NA,NA,NA,"9791,15,8","9791,15,8",Indian Guilders,90,3,NA,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002413,bgb_16230,VOC,Kokenge,NA,est,1722,NA,n,Surat,Surat,Surat,Northwest India,21.1702,72.831,doc,1722,1722-07-13,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,100,ps.,NA,NA,NA,NA,baftas,"Bharuch met gouden hoofden, in soort",NA,NA,NA,NA,NA,NA,NA,"Bharuch, gold borders, assorted",NA,122118,122118,Indian Guilders,1442,8,8,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002403,bgb_16230,VOC,Kokenge,NA,est,1722,NA,n,Surat,Surat,Surat,Northwest India,21.1702,72.831,doc,1722,1722-07-13,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,11320,ps.,NA,NA,NA,NA,baftas,zwart smal,black,NA,NA,NA,NA,NA,NA,narrow,NA,122118,122118,Indian Guilders,20178,3,NA,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002404,bgb_16230,VOC,Kokenge,NA,est,1722,NA,n,Surat,Surat,Surat,Northwest India,21.1702,72.831,doc,1722,1722-07-13,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,16000,ps.,NA,NA,NA,NA,baftas,zwart breed,black,NA,NA,NA,NA,NA,NA,wide,NA,122118,122118,Indian Guilders,35435,0,8,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002411,bgb_16230,VOC,Kokenge,NA,est,1722,NA,n,Surat,Surat,Surat,Northwest India,21.1702,72.831,doc,1722,1722-07-13,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,1000,ps.,NA,NA,NA,NA,beraupaats,wit,white,NA,NA,NA,NA,NA,NA,NA,NA,122118,122118,Indian Guilders,5982,2,NA,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001979,bgb_16215,VOC,Kokenge,NA,est,1722,NA,NA,NA,Ceylon,NA,Sri Lanka,NA,NA,doc,1722,1722-07-13,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,1200,ps.,NA,NA,NA,NA,bethilles,rood Kust,red,NA,NA,NA,NA,Coast (presumed Coromandel),NA,NA,NA,"15862,18,8","15862,18,8",Indian Guilders,9489,12,0,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003439,bgb_17014,VOC,Kokenge,NA,est,1722,NA,n,Surat,Surat,Surat,Northwest India,21.1702,72.831,doc,1722,1722-05-02,y,Cochin,Malabar,Kochi,"Malabar, southwest coast of India",10,76.25,8,ps.,NA,NA,NA,NA,bouditars,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7758,11","7758,11",Indian Guilders,495,10,8,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002410,bgb_16230,VOC,Kokenge,NA,est,1722,NA,n,Surat,Surat,Surat,Northwest India,21.1702,72.831,doc,1722,1722-07-13,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,100,ps.,NA,NA,NA,NA,brawles,Lambi,NA,NA,NA,NA,NA,NA,NA,Lambi,NA,122118,122118,Indian Guilders,1056,8,8,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002412,bgb_16230,VOC,Kokenge,NA,est,1722,NA,n,Surat,Surat,Surat,Northwest India,21.1702,72.831,doc,1722,1722-07-13,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,10000,ps.,NA,NA,NA,NA,brawles,-,NA,NA,NA,NA,NA,NA,NA,sjadderboraal,NA,122118,122118,Indian Guilders,13367,8,NA,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002407,bgb_16230,VOC,Kokenge,NA,est,1722,NA,n,Surat,Surat,Surat,Northwest India,21.1702,72.831,doc,1722,1722-07-13,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,1320,ps.,NA,NA,NA,NA,cangans,zwart,black,NA,NA,NA,NA,NA,NA,NA,NA,122118,122118,Indian Guilders,3790,15,NA,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002405,bgb_16230,VOC,Kokenge,NA,est,1722,NA,n,Surat,Surat,Surat,Northwest India,21.1702,72.831,doc,1722,1722-07-13,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,1600,ps.,NA,NA,NA,NA,dekens,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,122118,122118,Indian Guilders,10374,10,8,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002406,bgb_16230,VOC,Kokenge,NA,est,1722,NA,n,Surat,Surat,Surat,Northwest India,21.1702,72.831,doc,1722,1722-07-13,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,1200,ps.,NA,NA,NA,NA,dungarees,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,122118,122118,Indian Guilders,995,6,NA,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003437,bgb_17014,VOC,Kokenge,NA,est,1722,NA,n,Surat,Surat,Surat,Northwest India,21.1702,72.831,doc,1722,1722-05-02,y,Cochin,Malabar,Kochi,"Malabar, southwest coast of India",10,76.25,300,ps.,NA,NA,NA,NA,gessiapats,rood,red,NA,NA,NA,NA,NA,NA,NA,NA,"7758,11","7758,11",Indian Guilders,1418,1,NA,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001980,bgb_16215,VOC,Kokenge,NA,est,1722,NA,NA,NA,Ceylon,NA,Sri Lanka,NA,NA,doc,1722,1722-07-13,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,600,ps.,NA,NA,NA,NA,guinea-stuffs,gemeen gebleekt Tuticorins,NA,white,NA,bleached,NA,Tuticorin (Coromandel Coast),ordinary,NA,NA,"15862,18,8","15862,18,8",Indian Guilders,5426,5,0,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002408,bgb_16230,VOC,Kokenge,NA,est,1722,NA,n,Surat,Surat,Surat,Northwest India,21.1702,72.831,doc,1722,1722-07-13,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,8000,ps.,NA,NA,NA,NA,kannekyns,zwart,black,NA,NA,NA,NA,NA,NA,NA,NA,122118,122118,Indian Guilders,8245,16,8,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003438,bgb_17014,VOC,Kokenge,NA,est,1722,NA,n,Surat,Surat,Surat,Northwest India,21.1702,72.831,doc,1722,1722-05-02,y,Cochin,Malabar,Kochi,"Malabar, southwest coast of India",10,76.25,600,ps.,NA,NA,NA,NA,karicams,klein rood,red,NA,NA,NA,NA,NA,NA,small,NA,"7758,11","7758,11",Indian Guilders,1139,18,8,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002409,bgb_16230,VOC,Kokenge,NA,est,1722,NA,n,Surat,Surat,Surat,Northwest India,21.1702,72.831,doc,1722,1722-07-13,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,2280,ps.,NA,NA,NA,NA,nickanees,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,122118,122118,Indian Guilders,4576,19,8,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003412,bgb_16969,VOC,Kokenge,NA,est,1722,NA,n,Surat,Surat,Surat,Northwest India,21.1702,72.831,doc,1722,1722-05-21,y,Tuticorin,Ceylon,Thoothukudi,Sri Lanka,7.873,80.7717,2400,ps.,NA,NA,NA,NA,nickanees,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9791,15,8","9791,15,8",Indian Guilders,4686,4,NA,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003440,bgb_17014,VOC,Kokenge,NA,est,1722,NA,n,Surat,Surat,Surat,Northwest India,21.1702,72.831,doc,1722,1722-05-02,y,Cochin,Malabar,Kochi,"Malabar, southwest coast of India",10,76.25,960,ps.,NA,NA,NA,NA,nickanees,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7758,11","7758,11",Indian Guilders,1863,12,NA,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002415,bgb_16230,VOC,Kokenge,NA,est,1722,NA,n,Surat,Surat,Surat,Northwest India,21.1702,72.831,doc,1722,1722-07-13,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,40,ps.,NA,NA,NA,NA,took,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,122118,122118,Indian Guilders,1235,11,NA,Indian Guilders,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001863,bgb_16144,VOC,Kommerrust,NA,das,1721,1721-12-15,y,Amsterdam,Dutch Republic,Amsterdam,Netherlands,52.3679,4.9035,doc,1722,1722-07-20,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,260,roll,NA,NA,NA,NA,sail cloth,in soort,NA,NA,NA,NA,NA,NA,NA,NA,NA,"287649,2,8","287649,2,8",Indian Guilders,10458,10,NA,Indian Guilders,NA,NA,NA,NA,NA,NA,DAS voyage 2474.2,NA,NA
2001416,bgb_16441,VOC,Koning Karel de Derde,NA,doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,das,1722,1722-08-05,NA,Amsterdam,Dutch Republic,Amsterdam,Netherlands,52.3679,4.9035,300,ps.,NA,NA,NA,NA,aichuabannys,Bengaals,NA,NA,NA,NA,cotton,Bengal,NA,NA,NA,"346618,9,8","346618,9,8",Indian Guilders,1031,8,NA,Indian Guilders,NA,NA,NA,NA,NA,NA,DAS voyage 6527.6; src_00058,NA,NA
2001415,bgb_16441,VOC,Koning Karel de Derde,NA,doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,das,1722,1722-08-05,NA,Amsterdam,Dutch Republic,Amsterdam,Netherlands,52.3679,4.9035,400,ps.,NA,NA,NA,NA,allibannes,Bengaals,NA,NA,NA,NA,cotton,Bengal,NA,NA,NA,"346618,9,8","346618,9,8",Indian Guilders,2705,10,8,Indian Guilders,NA,NA,NA,NA,NA,NA,DAS voyage 6527.6; src_00058,NA,NA
2001414,bgb_16441,VOC,Koning Karel de Derde,NA,doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,das,1722,1722-08-05,NA,Amsterdam,Dutch Republic,Amsterdam,Netherlands,52.3679,4.9035,140,ps.,NA,NA,NA,NA,amiertjes,Bengaals,NA,NA,NA,NA,cotton,Bengal,NA,NA,NA,"346618,9,8","346618,9,8",Indian Guilders,681,18,8,Indian Guilders,NA,NA,NA,NA,NA,NA,DAS voyage 6527.6; src_00058,NA,NA
2001437,bgb_16441,VOC,Koning Karel de Derde,NA,doc,1721,1721-11-29,y,Batavia,Batavia,NA,NA,NA,NA,das,1722,1722-08-05,NA,Amsterdam,Dutch Republic,Amsterdam,Netherlands,52.3679,4.9035,320,ps.,NA,NA,NA,NA,baftas,zwart breed Surats,black,NA,NA,NA,NA,Surat,NA,wide,NA,"346618,9,8","346618,9,8",Indian Guilders,1339,1,NA,Indian Guilders,NA,NA,NA,NA,NA,NA,DAS voyage 6527.6; src_00058,NA,NA
2001435,bgb_16441,VOC,Koning Karel de Derde,NA,doc,1721,1721-11-29,y,Batavia,Batavia,NA,NA,NA,NA,das,1722,1722-08-05,NA,Amsterdam,Dutch Republic,Amsterdam,Netherlands,52.3679,4.9035,480,ps.,NA,NA,NA,NA,baftas,wit breed Surats,white,NA,NA,NA,NA,Surat,NA,wide,NA,"346618,9,8","346618,9,8",Indian Guilders,2043,10,NA,Indian Guilders,NA,NA,NA,NA,NA,NA,DAS voyage 6527.6; src_00058,NA,NA
2001436,bgb_16441,VOC,Koning Karel de Derde,NA,doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,das,1722,1722-08-05,NA,Amsterdam,Dutch Republic,Amsterdam,Netherlands,52.3679,4.9035,360,ps.,NA,NA,NA,NA,baftas,wit smal Surats,white,NA,NA,NA,NA,Surat,NA,narrow,NA,"346618,9,8","346618,9,8",Indian Guilders,1196,7,NA,Indian Guilders,NA,NA,NA,NA,NA,NA,DAS voyage 6527.6; src_00058,NA,NA
2001408,bgb_16441,VOC,Koning Karel de Derde,NA,doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,das,1722,1722-08-05,NA,Amsterdam,Dutch Republic,Amsterdam,Netherlands,52.3679,4.9035,560,ps.,NA,NA,NA,NA,baftas,gebleekt Kust,NA,white,NA,bleached,NA,Coast (presumed Coromandel),NA,NA,NA,"346618,9,8","346618,9,8",Indian Guilders,2532,10,NA,Indian Guilders,NA,NA,NA,NA,NA,NA,DAS voyage 6527.6; src_00058,NA,NA
2001438,bgb_16441,VOC,Koning Karel de Derde,NA,doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,das,1722,1722-08-05,NA,Amsterdam,Dutch Republic,Amsterdam,Netherlands,52.3679,4.9035,500,ps.,NA,NA,NA,NA,beraupaats,wit Surats,white,NA,NA,NA,cotton,Surat,NA,NA,NA,"346618,9,8","346618,9,8",Indian Guilders,2691,9,NA,Indian Guilders,NA,NA,NA,NA,NA,NA,DAS voyage 6527.6; src_00058,NA,NA
